post_id,timestamp,postUser,caption,hashtags,likesCount,commentsCount
376,2023-05-16 12:48:36+00:00,chiaraferragni,This look 🥹,,257872,2313
377,2023-05-16 07:07:25+00:00,monikh,Keeping those early mornings slow and calm 🌊 @reiss,,4625,38
378,2023-03-24 15:58:08+00:00,lojafashioncloset,"🚨 É DE-SE-JO!!!  combine: calça jeans goi com sua peça branca basic que VOCÊ MAIS GOSTAR, VEM!!! #FSHNLOOK🌪",FSHNLOOK🌪,2144,15
379,2023-03-24 01:02:15+00:00,lojafashioncloset,black dress lovers 🖤,,431,8
380,2023-03-22 18:12:11+00:00,lojafashioncloset,um dia shooting por aqui 🫶🏻,,412,14
381,2023-05-14 08:47:22+00:00,chiaraferragni,Happy Mother’s Day to my mum @marinadiguardo who’s been the best mum ever and thanks to her I have hope I can be a good enough mum too for my precious kids 🥹  Big shoutout to all the moms out there:  we all are doing our best and that is amazing 💖 We must be proud 💖,,281854,1022
382,2023-05-15 15:00:36+00:00,chiaraferragni,Are you guys ready?  -2 days to the premiere in Milan and -3 days for the first 4 episodes live 🥹 #TheFerragnez,TheFerragnez,551132,951
383,2023-05-13 12:11:12+00:00,chiaraferragni,Back to paradise @villafeltrinelli 🇮🇹 #supplied,supplied,300214,1388
384,2023-05-12 13:32:12+00:00,chiaraferragni,Feeling super fancy in @dior today ✨ And wearing their Lady 95.22 sunglasses to top off my look #adv #DiorEyewear,"adv, DiorEyewear",649366,1761
385,2023-04-09 01:05:49+00:00,everyday.holly,"Last weeks Top Sellers! Target for the win!  💥 Last chance‼️ 20% off Target dress & shoes BOGO 50% off  Comment LINKS for all the links & sizing info to sent to you! ⚠️ You will not see my messages if you are not following me or you have your messages restricted in privacy settings.   This is from Saturday to Saturday.  If Sunday was included then yesterday’s Jumpsuit would have been #1 for sure!  For reference: I’m 5’1, 110lbs 1 - Skort - XS 2 - Tank dress XS 3 - 2 piece set - small (bottoms are big on me) 4 - workout shorts w/liner XS 5 - Zip-up hoodie small (TTS, but I sized up for more length)  1 -Comment “LINKS” (no other text or emoji’s) for the links & sizing info.   2 - Click the link in my bio , then click “Shop my Reels & TikTok’s” look for the outfit picture and tap the link to shop. 😊 3 - free LTK app - Follow Everyday.holly    #amazonfashion #top5 #casualoutfits #easyoutfits  #athleisure #petitefriendly #summeroutfit  #springstyle  #summerstyle  #comfystyle #momstyle #workoutshorts  #summerdress #skort #summerbasics #summerstyle #vacationoutfit  #amazonfashionfinds #amazonfinds #founditonamazon #founditonamazonfashion #targetstyle #targetfashion #petiteoutfit #petitestyle #over40petitestyle","1, amazonfashion, top5, casualoutfits, easyoutfits, athleisure, petitefriendly, summeroutfit, springstyle, summerstyle, comfystyle, momstyle, workoutshorts, summerdress, skort, summerbasics, vacationoutfit, amazonfashionfinds, amazonfinds, founditonamazon, founditonamazonfashion, targetstyle, targetfashion, petiteoutfit, petitestyle, over40petitestyle",982,263
386,2023-05-11 14:13:48+00:00,chiaraferragni,Colorful look today 💙 This bright blue jumper I’m wearing is from @falconeriofficial silk and cotton collection #adv #Falconeri,"adv, Falconeri",561506,1198
387,2023-05-11 10:32:49+00:00,chiaraferragni,May 10th 💖,,511298,592
388,2023-05-11 17:51:02+00:00,chiaraferragni,🥹,,564079,1742
389,2023-05-14 12:35:27+00:00,chiaraferragni,Family weekend at the lake 💖,,242482,875
390,2023-05-16 09:27:34+00:00,chiaraferragni,Can't go out without my @chiaraferragnibrand Bossy Eye sunglasses 🖤 Here’s a little slideshow of all the times I wore them lately #adv,adv,502956,514
391,2023-02-28 21:15:32+00:00,parisfashionweek,"Some streetstyles and backstages looks spotted by @samirnovotny , @iulia_matei , @joleomemeier and @linebrusegan for this second day of Womenswear Paris Fashion Week® Fall/Winter 2023-2024.  #parisfashionweek #pfw","parisfashionweek, pfw",19319,69
392,2023-05-20 16:28:44+00:00,parisfashionweek,Our photographer @claireguillon highlights the streetstyle looks revealed during the last Womenswear Fall/Winter 2023-2024 Paris Fashion Week®.  Follow the link in bio to access all the collections!  #parisfashionweek #pfw #claireguillon,"parisfashionweek, pfw, claireguillon",4949,23
393,2023-06-09 01:44:56+00:00,urbanoutfitters,Does your bff glow? No? Get a new bff then. 😌 @smokonow #uohome,uohome,1180,4
394,2023-06-06 19:00:39+00:00,prada,"Created with 83 individual pieces, all hand-finished, its edges smoothed and hand-painted, the Prada Galleria is an icon of Prada’s enduring attention to detail.  Discover more via link in bio.  #PradaGalleria #Prada","PradaGalleria, Prada",11531,58
395,2023-06-08 20:15:43+00:00,urbanoutfitters,"Another day, another maxi skirt. #uocommunity  📸: @kathrynlucyoutfit @shayanarex @stylesbybrin @poli._.li",uocommunity,2304,19
396,2023-06-08 15:31:38+00:00,urbanoutfitters,"Out with the old, in with the new: we picked these bath mats especially for you. Shop them at the link in bio. #uohome",uohome,10713,18
397,2023-06-08 10:08:18+00:00,milanfashionweek,"Our warmest congratulations to @setchu.official for winning the 'LVMH Prize for Young Designer' at LVMH Prize 2023 award ceremony which took place yesterday.   @setchu.official was awarded this year also with the 2023 Camera Moda Fashion Trust Grant which consisted in a financial and detailed mentoring program. The next appointment with Setchu will be on June 17 2023, during Milan Fashion Week, where the designer @satoshikuwata will showcase his next collection.",,656,10
398,2023-06-08 09:38:34+00:00,milanfashionweek,"We extend our congratulations to CNMI Member Magliano ( @magliano.insta ) for winning the 'Karl Lagerfeld Prize' at the LVMH Prize 2023 ceremony, which took place yesterday.  @magliano.insta joined CNMI as member in May 2023, his remarkable journey has seen him debut in the Milan Fashion Week calendar back in January 2019. Since then, with the support of CNMI, Luca Magliano showcased his exceptional talent in Milan Fashion Week calendar season after season and his line has been prominently featured in various Milan Fashion Week Campaigns.   Additionally participating in the captivating ""Borders, a flash of new Italian fashion"" event in New York in May 2019. The next appointment with Magliano is for Sunday 18 June 2023 duringn #MFW for his next show for the Men’s S\S 24. #CNMIMembers  In the pictures: 1. Luca Magliano at ""Borders, a flash of new Italian fashion"" event in New York in May 2019. 2. Magliano latest show during Milan Fashion Week for the Fall/Winter 23-24 3. Magliano featured in 2020 Milan Fashion Week Men’s Collection Campaign 4. Luca Magliano portrait","MFW, CNMIMembers",827,11
399,2023-06-07 14:00:59+00:00,urbanoutfitters,The official “it's too hot to wear anything” look. Link in bio to shop new summer slip dresses.,,2052,17
400,2023-06-06 18:02:38+00:00,urbanoutfitters,"Two weeks until it’s officially summer! 🌞 In the meantime, these fresh new prints from @Baggu will get you in the right mindset. Link in bio.",,1399,9
401,2023-05-06 03:58:55+00:00,taylorswift,"It fills me with such pride and joy to announce that my version of Speak Now will be out July 7 (just in time for July 9th, iykyk 😆) I first made Speak Now, completely self-written, between the ages of 18 and 20. The songs that came from this time in my life were marked by their brutal honesty, unfiltered diaristic confessions and wild wistfulness. I love this album because it tells a tale of growing up, flailing, flying and crashing … and living to speak about it. With six extra songs I’ve sprung loose from the vault, I absolutely cannot wait to celebrate Speak Now (Taylor’s Version) with you on July 7th. Pre-order now at TaylorSwift.com 💜💜💜  📷: @bethgarrabrant",,10442955,0
402,2023-06-05 15:41:17+00:00,urbanoutfitters,"Right now is the perfect time to plan your great escape: new swim is online (and select styles are 30% off, too) at the link in bio. 💦",,2078,8
403,2023-06-08 14:18:47+00:00,spfw,"Vamos conhecer melhor nosso recordista de desfiles @_lucasevangelista que integra o time da agência Another.   Nascido em Salvador, na Bahia, iniciou a carreira após ser visto por um olheiro nas redes sociais, em 2014. Desde então, o jovem de 28 anos coleciona passagens por mercados como Itália, China e Turquia, campanhas de moda e beleza, desfiles em outras edições do SPFW e na Casa de Criadores, além de editoriais em publicações como GQ.  Antes do sucesso na moda, Lucas chegou a trabalhar como professor de inglês, foi militar do exército brasileiro e assistente administrativo em uma empresa de imóveis, além de ter iniciado a faculdade de Direito.  ""Recebo mensagens de pessoas que dizem se inspirar em mim, na maioria das vezes vindas de pessoas negras, assim como eu. Fico muito feliz em saber que inspiro pessoas, isso só me faz querer melhorar cada dia mais. Não estou conquistando apenas o meu espaço, mas sim de muitas pessoas que se sentem representadas"", diz.   Voa, Lucas! ♥️  📸 @agfotosite   #spfw #spfwn55 #modelomasculino #modelo","spfw, spfwn55, modelomasculino, modelo",1750,70
404,2023-05-29 22:40:55+00:00,taylorswift,"Yeahhhh so the last three nights were a dreamscape and totally overwhelming. I love every single one of you who came to those 3 shows in Jersey, all 217,625 of you.😆 @phoebebridgers, I’ll miss you out here my dude, thanks for the duets and the dressing room heart to hearts 💕. I was so excited to welcome @owennmusic to the Eras Tour! And @icespice i love youuuu and I’m still buzzing from getting to sing with you all three nights! This tour has become my entire personality. See you soon Chicago!   📷: @mattswen",,5249532,0
405,2023-05-04 18:58:27+00:00,zendaya,"Just a post in appreciation for the past couple of weeks, so grateful and excited for the year ahead💫",,7695019,9903
406,2023-05-27 17:17:17+00:00,taylorswift,Last night in Jersey was 🤯💕🌙🪐🙏✨💥 !!! The way the whole stadium screamed when Ice literally popped up unannounced 😆- Getting to world premiere the Karma music video I directed with my dancers who were in it - Playing Getaway Car with Jack and hearing everyone shout the lyrics - I love you @icespice I love you @jackantonoff I love you all in that crazy crowd last night - can’t wait to get back out there tonight ☺️  📷: @kevinmazur / @gettyimages / @mattswen,,5444259,0
407,2023-05-27 04:07:16+00:00,taylorswift,Karma is that girl like 💕,,5692622,0
408,2023-04-03 19:32:56+00:00,zendaya,"I had the most extraordinary night celebrating @nmacc.india Thank you Mumbai for the warmest and kindest welcome. And to @rahulmishra_7 for your beautiful creations, it was an honor for @luxurylaw and I to wear your work yet again♥️",,8662294,22296
409,2023-06-02 13:02:35+00:00,spfw,Esse camarim tava divertido 🤗 Uma espiada no backstage da @martins__________   📸 @agfotosite   #spfw #spmdet #prefsp #ÉdaSuaVida #iguatemiSPFW #soudealgodao #moda #criatividade #empreendedorismo #modaearte #spfworigens #sousenacmoda #senacmoda #komplexotempo #diversidade #sustentabilidade #Localiza #LocalizaEmMovimento #PráVocêChegarLá #YPEnoSPFW #AndJustLikeThat #NasEscadasdaCarrie,"spfw, spmdet, prefsp, ÉdaSuaVida, iguatemiSPFW, soudealgodao, moda, criatividade, empreendedorismo, modaearte, spfworigens, sousenacmoda, senacmoda, komplexotempo, diversidade, sustentabilidade, Localiza, LocalizaEmMovimento, PráVocêChegarLá, YPEnoSPFW, AndJustLikeThat, NasEscadasdaCarrie",1470,18
410,2023-06-09 02:20:26+00:00,whowhatwear,Face card has truly never declined. 🌟 #WWWTB photos: getty images,WWWTB,3427,28
411,2023-06-08 23:55:39+00:00,whowhatwear,"Liza Koshy has entered a new era: “global movie star."" The multi-hyphenate voices Arcee—the first-ever live-action female transformer—in the latest installment of the hit action franchise out in theaters this month. ""There is something for all fans, both existing and new. I was most excited to hear that the superhero superbabe that is Arcee was featured heavily in this installment,"" she says of the film. Ahead of the #Transformers premiere, we discussed her statement-making red carpet look, her love of thrifting, and the films she's tackling next. Read the full interview at the link in our bio.  photos: @lizakoshy  stylist: @_jzg  hair: @castillo_13  makeup: @domdella",Transformers,1098,12
412,2023-03-07 01:46:09+00:00,zendaya,Look who came with me to Paris…,,7231417,22119
413,2023-05-24 16:58:56+00:00,taylorswift,"Um. SO much to tell you. I’m a massive fan of this brilliant artist and after getting to know her I can confirm: she is THE ONE to watch. So delighted to say that Karma Featuring the incredible @icespice will be out TOMORROW night at MIDNIGHT ET as a part of the new Midnights (Til Dawn Edition) deluxe album that you can pre-order now at store.taylorswift.com!  In addition to Karma Ft Ice Spice… You asked for it, we listened: Lana and I went back into the studio specifically to record more Lana on Snow on the Beach. Love u @honeymoon 🥰😆☺️  But wait there’s more… for those of you going to the East Rutherford shows - we will have a new special edition CD available ONLY on site starting at 12:30pm ET on Friday! This CD will have a never before heard Midnights vault track called “You’re Losing Me”!",,6862603,0
414,2023-05-16 15:31:23+00:00,taylorswift,"Philly was a dream, honestly. Playing three nights in the stadium I used to see on tv when my dad watched Eagles games every Sunday. The most magical 3 hometown shows a girl could hope for. Plus I got to emotionally hobble my way through singing The Best Day for my mom on Mother’s Day 😭😭🥰🥰🥰 I love you all so much and am counting down the hours til Foxborough!!  📷: @lisalakephotodesign / @gettyimages",,6376238,0
